dismissal,career_phase,ball_age,early_phase,is_pace,is_spin,outside_off_proxy,straight_bat_proxy,leg_side_proxy,short_ball_proxy,full_length_proxy,condition_proxy,high_pressure,innings,match_id
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1340849
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,2,1340849
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1340849
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1340849
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1340849
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,1,4,1340849
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1340849
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,1340849
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,1340849
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1340849
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,1340849
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1340849
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348652
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348652
1,late,old_ball,0,1,0,0,1,0,0,1,neutral,0,2,1348653
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348653
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1348653
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348653
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1348653
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1348653
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1348653
1,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1348653
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,1348653
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1348653
0,late,new_ball,0,0,1,0,0,0,0,0,neutral,1,4,1348653
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1348653
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1348653
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1348653
1,late,middle_overs,0,1,0,0,1,0,0,1,neutral,0,1,1348654
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,1,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1348654
0,late,new_ball,0,0,1,0,0,0,0,0,neutral,0,1,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1348654
1,late,middle_overs,0,1,0,0,1,0,0,1,neutral,1,3,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1348654
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1348654
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1348654
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1348654
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1348655
0,late,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,1348655
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,2,1358412
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1358412
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1358412
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,2,1358412
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1358412
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,2,1358412
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1358412
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,1,4,1358412
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,1358412
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,1358412
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,1358412
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1358412
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,1358412
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,1358412
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,1381212
1,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
0,late,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,1381213
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1387603
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1387603
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1387603
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1387603
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1387603
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1387603
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,2,1387604
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1387604
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,2,1387604
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1387604
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1387604
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1387604
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1387604
1,late,new_ball,0,1,0,1,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1387604
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,1426555
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426556
1,late,new_ball,0,1,0,1,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426556
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426556
1,late,new_ball,1,1,0,1,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,1426557
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1426558
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1426558
1,late,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,1426559
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426559
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426559
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1426559
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1426559
1,late,new_ball,0,1,0,1,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,1426559
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1426559
1,late,new_ball,1,1,0,1,0,0,0,0,neutral,1,1,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439891
1,late,middle_overs,0,1,0,0,1,0,0,1,neutral,1,3,1439891
0,late,new_ball,1,0,1,0,0,0,0,0,neutral,1,3,1439891
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,3,1439891
0,late,new_ball,0,0,1,0,0,0,0,0,neutral,1,3,1439891
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439891
0,late,new_ball,0,0,1,0,0,0,0,0,neutral,1,3,1439891
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,1439891
1,late,middle_overs,0,0,1,0,1,0,0,1,neutral,0,2,1439892
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439892
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439892
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439892
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439892
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439892
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439892
1,late,new_ball,1,1,0,1,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,1439896
1,late,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,1439896
1,late,middle_overs,0,0,1,0,1,0,0,1,neutral,0,2,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439897
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,1439897
1,late,middle_overs,0,0,1,0,1,0,0,1,neutral,1,4,1439897
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,1439897
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1439897
0,late,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,1439897
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1439897
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,1439897
1,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
0,late,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,1439898
1,late,new_ball,1,1,0,1,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
0,late,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,1439898
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489226
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,489226
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,489226
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,489226
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489226
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,489227
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,489227
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,489227
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,489228
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,518950
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,518950
1,early,middle_overs,0,1,0,0,1,0,0,1,neutral,1,4,518950
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518951
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518951
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,518952
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518952
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518952
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,518952
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,0,2,518953
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,518953
1,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,518953
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,518953
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,518953
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,518953
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,518953
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,535999
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,4,535999
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,535999
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,535999
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,535999
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,535999
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,535999
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,535999
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565806
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565807
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565807
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565807
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565807
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565808
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,565808
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,565808
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,565808
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,565808
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,0,2,565809
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,565809
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565809
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565809
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565809
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565809
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565809
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,565817
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565817
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565817
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565817
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565817
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,565817
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,565817
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,0,2,565818
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,565818
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565818
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565818
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565818
